ENSG00000223972.5	chr1:11869
ENSG00000267661.1	chr18:11928838
ENSG00000141401.11	chr18:11981025
ENSG00000266955.1	chr18:11994938
ENSG00000267480.1	chr18:12032181
ENSG00000266995.1	chr18:12040300
ENSG00000267292.1	chr18:12050672
ENSG00000212712.2	chr18:12057822
ENSG00000267533.1	chr18:12068417
ENSG00000256616.3	chr18:12076654
ENSG00000267722.1	chr18:12081540
ENSG00000267478.1	chr18:12093141
ENSG00000181626.11	chr18:12093853
ENSG00000200827.1	chr18:12098427
ENSG00000267162.1	chr18:12102470
ENSG00000267116.1	chr18:12192934
ENSG00000279285.1	chr18:12199345
ENSG00000267643.1	chr18:12200779
ENSG00000267733.5	chr18:12201982
ENSG00000267076.1	chr18:12211378
ENSG00000267247.1	chr18:12231573
ENSG00000267663.1	chr18:12246589
ENSG00000176194.17	chr18:12254319
ENSG00000280302.1	chr18:12279427
ENSG00000267069.1	chr18:12288308
ENSG00000199702.1	chr18:12304194
ENSG00000176014.12	chr18:12307669
ENSG00000141385.9	chr18:12377314
ENSG00000251937.1	chr18:12400412
ENSG00000141391.13	chr18:12407896
ENSG00000267108.1	chr18:12432897
ENSG00000267199.1	chr18:12438890
ENSG00000134278.15	chr18:12658134
ENSG00000267515.1	chr18:12450447
ENSG00000128789.20	chr18:12658043
ENSG00000101624.10	chr18:12702777
ENSG00000267249.1	chr18:12671145
ENSG00000266961.1	chr18:12750068
ENSG00000267654.1	chr18:12749421
ENSG00000201466.1	chr18:12760717
ENSG00000260302.1	chr18:12775923
ENSG00000175354.18	chr18:12929643
ENSG00000267570.1	chr18:12911186
ENSG00000267336.1	chr18:12912844
ENSG00000085415.15	chr18:12947133
ENSG00000266969.1	chr18:12991173
ENSG00000101639.18	chr18:12991362
ENSG00000267656.1	chr18:13140489
ENSG00000267032.1	chr18:13152689
ENSG00000267286.1	chr18:13185617
ENSG00000267239.1	chr18:13216367
ENSG00000168675.18	chr18:13217498
ENSG00000267177.1	chr18:13236470
ENSG00000279020.1	chr18:13239543
ENSG00000279275.1	chr18:13280110
ENSG00000267393.1	chr18:13366243
ENSG00000267690.1	chr18:13427480
ENSG00000266146.1	chr18:13459947
ENSG00000267694.1	chr18:13470823
ENSG00000267529.3	chr18:13472709
ENSG00000267702.1	chr18:13486462
ENSG00000267366.1	chr18:13501289
ENSG00000267136.1	chr18:13522888
ENSG00000272746.1	chr18:13526078
ENSG00000267503.1	chr18:13565035
ENSG00000263527.1	chr18:13611114
ENSG00000266954.1	chr18:13645685
ENSG00000177150.12	chr18:13726663
ENSG00000279962.1	chr18:13710484
ENSG00000242707.3	chr18:13715368
ENSG00000101654.17	chr18:13726660
ENSG00000176136.6	chr18:13824149
ENSG00000185231.4	chr18:13915707
ENSG00000243779.1	chr18:13919923
ENSG00000279352.1	chr18:14010054
ENSG00000270469.1	chr18:14053951
ENSG00000175322.11	chr18:14132490
ENSG00000267756.1	chr18:14075741
ENSG00000267150.1	chr18:14089935
ENSG00000267356.1	chr18:14104542
ENSG00000267704.1	chr18:14137710
ENSG00000267324.1	chr18:14151139
ENSG00000175319.3	chr18:14157342
ENSG00000186481.16	chr18:14179097
ENSG00000212329.1	chr18:14190700
ENSG00000266145.1	chr18:14222008
ENSG00000283294.1	chr18:14225224
ENSG00000274214.1	chr18:14253548
ENSG00000265787.2	chr18:14337423
ENSG00000277743.1	chr18:14346923
ENSG00000265437.1	chr18:14361943
ENSG00000187589.8	chr18:14378757
ENSG00000265296.1	chr18:14393909
ENSG00000266605.1	chr18:14450883
ENSG00000265766.3	chr18:14499278
ENSG00000266242.1	chr18:14485806
ENSG00000183206.17	chr18:14543585
ENSG00000200132.1	chr18:14531782
ENSG00000265340.1	chr18:14570844
ENSG00000266693.1	chr18:14613137
ENSG00000264570.1	chr18:14632806
ENSG00000273732.1	chr18:14681106
ENSG00000276318.1	chr18:14695422
ENSG00000180777.13	chr18:14728272
ENSG00000200645.1	chr18:14759188
ENSG00000265737.1	chr18:14825249
ENSG00000265499.1	chr18:14830166
ENSG00000265786.1	chr18:14877611
ENSG00000264061.1	chr18:14890086
ENSG00000263618.5	chr18:14903580
ENSG00000266554.1	chr18:14946267
ENSG00000264301.1	chr18:14970468
ENSG00000263821.1	chr18:14978739
ENSG00000279042.1	chr18:14993235
ENSG00000266522.1	chr18:15006352
ENSG00000278923.2	chr18:15066598
ENSG00000263635.1	chr18:15075445
ENSG00000264880.1	chr18:15164467
ENSG00000265015.1	chr18:15197775
ENSG00000265631.1	chr18:15247997
ENSG00000266818.1	chr18:15254418
ENSG00000215512.9	chr18:15330282
ENSG00000222087.1	chr18:15320944
ENSG00000067900.7	chr18:21111851
ENSG00000244527.1	chr18:21119661
ENSG00000251886.1	chr18:21120506
ENSG00000263748.1	chr18:21183499
ENSG00000265984.1	chr18:21241371
ENSG00000141449.14	chr18:21242242
ENSG00000265948.1	chr18:21316878
ENSG00000265751.1	chr18:21451017
ENSG00000221139.1	chr18:21450756
ENSG00000141446.10	chr18:21600884
ENSG00000167088.10	chr18:21612267
ENSG00000158201.9	chr18:21704805
ENSG00000264188.1	chr18:21662395
ENSG00000265656.1	chr18:21673628
ENSG00000221493.1	chr18:21683510
ENSG00000101752.11	chr18:21704957
ENSG00000252677.1	chr18:21712119
ENSG00000200750.1	chr18:21724119
ENSG00000242971.3	chr18:21793883
ENSG00000199977.1	chr18:21817624
ENSG00000265142.8	chr18:21831410
ENSG00000283927.1	chr18:21825785
ENSG00000284453.1	chr18:21829088
ENSG00000243303.1	chr18:21854987
ENSG00000264149.1	chr18:21893996
ENSG00000252325.1	chr18:21879801
ENSG00000264289.1	chr18:21914660
ENSG00000222520.1	chr18:21929094
ENSG00000265758.1	chr18:21981121
ENSG00000263588.1	chr18:22088060
ENSG00000221363.1	chr18:22130729
ENSG00000266010.1	chr18:22168968
ENSG00000141448.8	chr18:22169443
ENSG00000264012.1	chr18:22176662
ENSG00000201852.1	chr18:22180218
ENSG00000266283.1	chr18:22205229
ENSG00000264825.1	chr18:22213778
ENSG00000273348.1	chr18:22348252
ENSG00000212710.4	chr18:22417915
ENSG00000270855.1	chr18:22419294
ENSG00000239490.1	chr18:22586465
ENSG00000206827.1	chr18:22647582
ENSG00000265943.1	chr18:22933764
ENSG00000266850.1	chr18:22907721
ENSG00000101773.18	chr18:22798261
ENSG00000273232.1	chr18:22883357
ENSG00000265939.1	chr18:22900995
ENSG00000284331.1	chr18:22933349
ENSG00000242182.3	chr18:23004564
ENSG00000223023.1	chr18:23024596
ENSG00000134508.12	chr18:23134564
ENSG00000134490.13	chr18:23437961
ENSG00000266495.1	chr18:23260354
ENSG00000101782.14	chr18:23452823
ENSG00000199357.1	chr18:23456371
ENSG00000283084.1	chr18:23485000
ENSG00000141452.9	chr18:23503470
ENSG00000141458.12	chr18:23586898
ENSG00000199366.1	chr18:23582121
ENSG00000154065.16	chr18:23662885
ENSG00000267752.1	chr18:23672748
ENSG00000053747.15	chr18:23689443
ENSG00000267301.1	chr18:23710287
ENSG00000265752.2	chr18:23982556
ENSG00000168234.12	chr18:23992773
ENSG00000264745.1	chr18:24015339
ENSG00000265204.1	chr18:24099320
ENSG00000264924.1	chr18:24121003
ENSG00000206863.1	chr18:24124285
ENSG00000279332.1	chr18:24135829
ENSG00000154040.20	chr18:24138956
ENSG00000265750.1	chr18:24162211
ENSG00000141447.17	chr18:24397880
ENSG00000199874.1	chr18:24170623
ENSG00000273524.1	chr18:24179295
ENSG00000206766.1	chr18:24218300
ENSG00000212051.1	chr18:24321686
ENSG00000264365.1	chr18:24364787
ENSG00000273321.1	chr18:24402153
ENSG00000154059.9	chr18:24426616
ENSG00000199636.1	chr18:24429505
ENSG00000265094.1	chr18:24435364
ENSG00000134489.6	chr18:24460629
ENSG00000264695.1	chr18:24489375
ENSG00000266489.1	chr18:24518006
ENSG00000266181.1	chr18:24522919
ENSG00000265485.5	chr18:24628182
ENSG00000263553.1	chr18:24673163
ENSG00000266520.1	chr18:24686351
ENSG00000266809.1	chr18:24690161
ENSG00000266573.5	chr18:24725781
ENSG00000264345.1	chr18:24987682
ENSG00000229248.1	chr18:25017204
ENSG00000265552.1	chr18:25055600
ENSG00000198795.10	chr18:25352190
ENSG00000279439.1	chr18:25202837
ENSG00000264434.2	chr18:25302126
ENSG00000242216.3	chr18:25818532
ENSG00000264193.1	chr18:25953468
ENSG00000141380.13	chr18:26091217
ENSG00000243925.1	chr18:26098839
ENSG00000154611.14	chr18:26133852
ENSG00000188985.6	chr18:26171284
ENSG00000266227.1	chr18:26204869
ENSG00000141384.12	chr18:26225936
ENSG00000263829.1	chr18:26256355
ENSG00000266237.1	chr18:26266009
ENSG00000264911.1	chr18:26348347
ENSG00000207160.1	chr18:26366406
ENSG00000263862.1	chr18:26422995
ENSG00000134504.12	chr18:26657401
ENSG00000277534.1	chr18:26545791
ENSG00000275805.1	chr18:26575626
ENSG00000276221.1	chr18:26591535
ENSG00000263846.1	chr18:26599408
ENSG00000260372.6	chr18:26655742
ENSG00000265369.3	chr18:26703638
ENSG00000263677.1	chr18:26688111
ENSG00000275900.1	chr18:26689529
ENSG00000263382.1	chr18:26823979
ENSG00000266184.1	chr18:26832432
ENSG00000171885.13	chr18:26865818
ENSG00000154080.13	chr18:27185317
ENSG00000266549.1	chr18:26952558
ENSG00000265374.1	chr18:27225742
ENSG00000264151.5	chr18:27595164
ENSG00000264790.1	chr18:27343252
ENSG00000244329.1	chr18:27355764
ENSG00000263611.1	chr18:27397952
ENSG00000265097.1	chr18:27420435
ENSG00000263405.1	chr18:27453657
ENSG00000170558.8	chr18:28177446
ENSG00000227279.1	chr18:27954519
ENSG00000274578.1	chr18:28146703
ENSG00000266296.1	chr18:28651732
ENSG00000265994.1	chr18:28785068
ENSG00000271238.1	chr18:28824826
ENSG00000251719.1	chr18:29048620
ENSG00000266479.1	chr18:29257060
ENSG00000265980.1	chr18:29361963
ENSG00000264587.5	chr18:29518259
ENSG00000283218.1	chr18:30298910
ENSG00000266196.1	chr18:30713275
ENSG00000279734.1	chr18:30780006
ENSG00000265670.1	chr18:30980917
ENSG00000251702.1	chr18:30984106
ENSG00000134762.16	chr18:31042815
ENSG00000134755.14	chr18:31102415
ENSG00000265888.1	chr18:31101588
ENSG00000134765.9	chr18:31162856
ENSG00000263698.1	chr18:31131456
ENSG00000134760.5	chr18:31318089
ENSG00000266729.5	chr18:31426988
ENSG00000207019.1	chr18:31345467
ENSG00000175065.11	chr18:31376777
ENSG00000207240.1	chr18:31382317
ENSG00000134757.4	chr18:31447795
ENSG00000266521.1	chr18:31497195
ENSG00000046604.12	chr18:31498043
ENSG00000264859.5	chr18:31556911
ENSG00000118271.9	chr18:31591726
ENSG00000118276.11	chr18:31685836
ENSG00000259985.1	chr18:31685655
ENSG00000200472.1	chr18:31718893
ENSG00000265158.1	chr18:31724198
ENSG00000263772.1	chr18:31726397
ENSG00000141437.8	chr18:31760880
ENSG00000153339.13	chr18:31953136
ENSG00000263924.1	chr18:31844388
ENSG00000276486.1	chr18:31883288
ENSG00000276282.1	chr18:31896410
ENSG00000222320.1	chr18:31937533
ENSG00000263823.1	chr18:31942575
ENSG00000265273.1	chr18:31962178
ENSG00000266105.1	chr18:31966960
ENSG00000280380.1	chr18:31982899
ENSG00000101695.8	chr18:32018372
ENSG00000263917.1	chr18:32018829
ENSG00000274275.1	chr18:32031035
ENSG00000214917.3	chr18:32076272
ENSG00000265008.1	chr18:32092119
ENSG00000134758.13	chr18:32091855
ENSG00000263393.1	chr18:32124478
ENSG00000141441.15	chr18:32470484
ENSG00000199373.1	chr18:32176168
ENSG00000141434.11	chr18:32185069
ENSG00000265279.1	chr18:32196966
ENSG00000263904.1	chr18:32249032
ENSG00000222395.2	chr18:32263234
ENSG00000264982.1	chr18:32287437
ENSG00000262477.1	chr18:32412182
ENSG00000215492.6	chr18:32413176
ENSG00000260389.1	chr18:32511663
ENSG00000263688.1	chr18:32581528
ENSG00000197705.9	chr18:32773062
ENSG00000228835.1	chr18:32769795
ENSG00000243355.1	chr18:32779039
ENSG00000263765.5	chr18:32833454
ENSG00000166960.16	chr18:33441101
ENSG00000263450.1	chr18:32954075
ENSG00000267642.1	chr18:33578187
ENSG00000141431.10	chr18:33578577
ENSG00000101746.15	chr18:34224952
ENSG00000199204.1	chr18:34001799
ENSG00000280406.1	chr18:34221603
ENSG00000267746.1	chr18:34222965
ENSG00000278052.1	chr18:34225930
ENSG00000134769.21	chr18:34493290
ENSG00000267585.1	chr18:34574523
ENSG00000268873.1	chr18:34767663
ENSG00000278464.1	chr18:34902885
ENSG00000166974.12	chr18:34976928
ENSG00000280096.1	chr18:35082009
ENSG00000274400.1	chr18:35144942
ENSG00000186812.12	chr18:35241030
ENSG00000186814.13	chr18:35290245
ENSG00000279989.1	chr18:35257040
ENSG00000274184.1	chr18:35268218
ENSG00000268573.1	chr18:35290201
ENSG00000257267.3	chr18:35290282
ENSG00000274918.1	chr18:35317396
ENSG00000172466.15	chr18:35345482
ENSG00000186496.10	chr18:35377337
ENSG00000239683.1	chr18:35384025
ENSG00000275512.1	chr18:35406528
ENSG00000267583.5	chr18:35467088
ENSG00000267140.1	chr18:35497940
ENSG00000153391.15	chr18:35497991
ENSG00000279074.1	chr18:35483667
ENSG00000141429.13	chr18:35581117
ENSG00000283514.1	chr18:35591737
ENSG00000266965.1	chr18:35595901
ENSG00000267397.1	chr18:35716370
ENSG00000267797.1	chr18:35841759
ENSG00000207797.1	chr18:35904926
ENSG00000265641.1	chr18:35934142
ENSG00000267627.5	chr18:35966118
ENSG00000141428.16	chr18:35972083
ENSG00000278986.1	chr18:35972151
ENSG00000141425.17	chr18:36067576
ENSG00000141424.12	chr18:36129385
ENSG00000134759.13	chr18:36129444
ENSG00000260552.1	chr18:36187448
ENSG00000075643.5	chr18:36187519
ENSG00000274849.1	chr18:36189824
ENSG00000267404.1	chr18:36273574
ENSG00000267456.2	chr18:36279119
ENSG00000134775.15	chr18:36297714
ENSG00000134779.14	chr18:36829216
ENSG00000150477.14	chr18:36829106
ENSG00000267039.1	chr18:36923814
ENSG00000267651.1	chr18:37236242
ENSG00000101489.19	chr18:37566037
ENSG00000267707.2	chr18:37243776
ENSG00000267202.5	chr18:37273706
ENSG00000279678.1	chr18:37306333
ENSG00000279543.1	chr18:37473977
ENSG00000266530.1	chr18:37657135
ENSG00000243516.1	chr18:37672689
ENSG00000268566.5	chr18:38687998
ENSG00000222704.1	chr18:39016344
ENSG00000253038.1	chr18:39034007
ENSG00000267374.1	chr18:39800318
ENSG00000283458.1	chr18:39314240
ENSG00000175886.10	chr18:39335672
ENSG00000283615.1	chr18:39622175
ENSG00000283645.1	chr18:39676777
ENSG00000266148.1	chr18:39676721
ENSG00000212354.1	chr18:39678622
ENSG00000267413.1	chr18:39924840
ENSG00000283503.1	chr18:39841809
ENSG00000279034.1	chr18:40066471
ENSG00000261715.1	chr18:40066286
ENSG00000267664.1	chr18:40144504
ENSG00000267313.7	chr18:41632185
ENSG00000267652.1	chr18:41789395
ENSG00000225253.1	chr18:41819053
ENSG00000078142.12	chr18:41955206
ENSG00000276174.1	chr18:42052705
ENSG00000267088.1	chr18:42089312
ENSG00000267586.6	chr18:42159283
ENSG00000253040.1	chr18:42270589
ENSG00000152214.12	chr18:43115691
ENSG00000132872.11	chr18:43277650
ENSG00000278933.1	chr18:43499173
ENSG00000267716.1	chr18:44039471
ENSG00000202060.1	chr18:44071583
ENSG00000267573.1	chr18:44322257
ENSG00000267337.1	chr18:44531697
ENSG00000277899.1	chr18:44522366
ENSG00000267414.1	chr18:44679717
ENSG00000152217.16	chr18:44680173
ENSG00000280365.1	chr18:44732575
ENSG00000265957.1	chr18:44970166
ENSG00000279319.1	chr18:44986109
ENSG00000267101.5	chr18:45181347
ENSG00000132874.14	chr18:45212995
ENSG00000267097.1	chr18:45483218
ENSG00000266988.5	chr18:45483345
ENSG00000267354.1	chr18:45507202
ENSG00000266968.2	chr18:45646153
ENSG00000267193.5	chr18:45747215
ENSG00000141469.16	chr18:45724127
ENSG00000267558.2	chr18:45788530
ENSG00000197046.11	chr18:45825512
ENSG00000152223.12	chr18:45967274
ENSG00000152229.18	chr18:46072272
ENSG00000222179.1	chr18:45989945
ENSG00000267293.1	chr18:46028306
ENSG00000252034.1	chr18:46077099
ENSG00000152234.15	chr18:46104334
ENSG00000152240.12	chr18:46104332
ENSG00000251939.1	chr18:46121721
ENSG00000152242.10	chr18:46173553
ENSG00000141622.13	chr18:46326809
ENSG00000279829.1	chr18:46385707
ENSG00000167210.16	chr18:46657033
ENSG00000101638.13	chr18:46759257
ENSG00000240983.1	chr18:46722975
ENSG00000270112.3	chr18:46756487
ENSG00000274776.1	chr18:46789297
ENSG00000078043.15	chr18:46920160
ENSG00000267587.1	chr18:46853882
ENSG00000279354.1	chr18:46915623
ENSG00000167216.16	chr18:46917492
ENSG00000274744.1	chr18:46964408
ENSG00000275553.3	chr18:46969912
ENSG00000278674.1	chr18:47023927
ENSG00000183791.4	chr18:47030078
ENSG00000206181.5	chr18:47035621
ENSG00000280212.1	chr18:47076117
ENSG00000266957.1	chr18:47091280
ENSG00000267724.1	chr18:47105946
ENSG00000167220.11	chr18:47150520
ENSG00000267228.7	chr18:47176345
ENSG00000267800.1	chr18:47137018
ENSG00000134049.5	chr18:47176374
ENSG00000215474.7	chr18:47251603
ENSG00000201825.1	chr18:47234548
ENSG00000267761.3	chr18:47285725
ENSG00000266582.1	chr18:47380496
ENSG00000279367.1	chr18:47501172
ENSG00000261307.1	chr18:47501172
ENSG00000267156.1	chr18:47630112
ENSG00000267187.1	chr18:47703175
ENSG00000175387.15	chr18:47931146
ENSG00000267541.1	chr18:47853457
ENSG00000279707.1	chr18:47866839
ENSG00000269365.2	chr18:47878295
ENSG00000279366.1	chr18:47912504
ENSG00000184828.9	chr18:48410752
ENSG00000278891.1	chr18:48150864
ENSG00000206944.1	chr18:48169890
ENSG00000280197.1	chr18:48252301
ENSG00000200872.1	chr18:48475600
ENSG00000277907.1	chr18:48478491
ENSG00000266984.1	chr18:48478561
ENSG00000134030.13	chr18:48539046
ENSG00000278983.1	chr18:48564795
ENSG00000279629.1	chr18:48662635
ENSG00000266276.3	chr18:48670600
ENSG00000267762.1	chr18:48688419
ENSG00000279250.1	chr18:48755693
ENSG00000267764.1	chr18:48834770
ENSG00000101665.8	chr18:48950711
ENSG00000266905.1	chr18:48963941
ENSG00000280335.1	chr18:49013106
ENSG00000264269.1	chr18:49023703
ENSG00000141627.13	chr18:49461347
ENSG00000263849.1	chr18:49049768
ENSG00000265128.1	chr18:49116301
ENSG00000266696.1	chr18:49205912
ENSG00000263895.1	chr18:49447420
ENSG00000264971.1	chr18:49469803
ENSG00000177576.11	chr18:49487252
ENSG00000215472.10	chr18:49492479
ENSG00000263916.1	chr18:49486149
ENSG00000265496.5	chr18:49487339
ENSG00000284239.1	chr18:49487373
ENSG00000265681.7	chr18:49492523
ENSG00000202093.1	chr18:49489308
ENSG00000206602.1	chr18:49491347
ENSG00000271982.1	chr18:49491729
ENSG00000265182.1	chr18:49496896
ENSG00000264464.1	chr18:49499390
ENSG00000101670.11	chr18:49560699
ENSG00000267444.1	chr18:49650350
ENSG00000267674.1	chr18:49742063
ENSG00000167315.17	chr18:49813960
ENSG00000266997.2	chr18:49837623
ENSG00000267322.2	chr18:49814023
ENSG00000251992.1	chr18:49814133
ENSG00000252139.1	chr18:49814361
ENSG00000167306.19	chr18:50195093
ENSG00000201668.1	chr18:49871666
ENSG00000200527.1	chr18:49946389
ENSG00000267196.1	chr18:49970957
ENSG00000267511.1	chr18:50063795
ENSG00000267591.1	chr18:50098742
ENSG00000283343.1	chr18:50126563
ENSG00000240663.3	chr18:50207278
ENSG00000172361.5	chr18:50266522
ENSG00000277310.1	chr18:50256461
ENSG00000141644.17	chr18:50281774
ENSG00000154832.14	chr18:50288304
ENSG00000267695.1	chr18:50302190
ENSG00000274930.1	chr18:50318420
ENSG00000251997.1	chr18:50319002
ENSG00000154839.9	chr18:50374995
ENSG00000239780.1	chr18:50457887
ENSG00000141639.11	chr18:50560078
ENSG00000267713.1	chr18:50669510
ENSG00000134042.12	chr18:50825402
ENSG00000267233.1	chr18:50814392
ENSG00000239689.1	chr18:50823577
ENSG00000082212.12	chr18:50878734
ENSG00000200752.1	chr18:50959379
ENSG00000141642.8	chr18:50967991
ENSG00000267699.2	chr18:50968019
ENSG00000141646.13	chr18:51028394
ENSG00000267717.1	chr18:51159383
ENSG00000176624.10	chr18:51218304
ENSG00000207154.1	chr18:51283896
ENSG00000227115.7	chr18:51346249
ENSG00000266201.1	chr18:51421674
ENSG00000266003.1	chr18:51433437
ENSG00000265402.1	chr18:51613110
ENSG00000265712.1	chr18:51688209
ENSG00000215457.5	chr18:51845628
ENSG00000266335.1	chr18:52339025
ENSG00000187323.11	chr18:52340172
ENSG00000280098.1	chr18:52409042
ENSG00000273762.1	chr18:52419644
ENSG00000263872.1	chr18:53237101
ENSG00000264263.1	chr18:53568283
ENSG00000263438.5	chr18:53568447
ENSG00000260433.1	chr18:53581059
ENSG00000242945.2	chr18:53605725
ENSG00000264296.1	chr18:54142133
ENSG00000134046.11	chr18:54224788
ENSG00000207233.1	chr18:54222412
ENSG00000277324.1	chr18:54270028
ENSG00000101751.10	chr18:54269404
ENSG00000174448.8	chr18:54357964
ENSG00000166845.13	chr18:54357917
ENSG00000264350.1	chr18:54407114
ENSG00000283613.1	chr18:54412763
ENSG00000264564.1	chr18:54525434
ENSG00000267428.1	chr18:54566997
ENSG00000178690.2	chr18:54587757
ENSG00000041353.9	chr18:54717860
ENSG00000267524.1	chr18:54744750
ENSG00000267311.1	chr18:54879457
ENSG00000267112.1	chr18:54898083
ENSG00000166510.13	chr18:54959508
ENSG00000267647.1	chr18:54954403
ENSG00000267013.5	chr18:55124306
ENSG00000252437.1	chr18:55146645
ENSG00000196628.15	chr18:55664787
ENSG00000267028.1	chr18:55452533
ENSG00000264571.1	chr18:55479221
ENSG00000267402.1	chr18:55492175
ENSG00000242320.2	chr18:55635833
ENSG00000267284.1	chr18:55721063
ENSG00000267325.1	chr18:55781721
ENSG00000267172.1	chr18:55817167
ENSG00000260930.1	chr18:55920199
ENSG00000267327.1	chr18:55893038
ENSG00000206129.3	chr18:56191262
ENSG00000267057.5	chr18:56042135
ENSG00000267399.1	chr18:56063078
ENSG00000201816.1	chr18:56079594
ENSG00000267712.5	chr18:56137536
ENSG00000267732.1	chr18:56138612
ENSG00000091164.12	chr18:56651600
ENSG00000091157.13	chr18:56651343
ENSG00000206865.1	chr18:56753326
ENSG00000267146.1	chr18:56873970
ENSG00000212539.2	chr18:56957270
ENSG00000267225.1	chr18:57027832
ENSG00000258609.2	chr18:57072119
ENSG00000267789.1	chr18:57146998
ENSG00000228075.4	chr18:57147062
ENSG00000267726.1	chr18:57171194
ENSG00000202240.1	chr18:57284708
ENSG00000177511.5	chr18:57350813
ENSG00000277837.1	chr18:57427133
ENSG00000119547.5	chr18:57435685
ENSG00000066926.10	chr18:57586772
ENSG00000278703.1	chr18:57589091
ENSG00000134440.11	chr18:57622213
ENSG00000267040.6	chr18:57630302
ENSG00000267787.5	chr18:57639455
ENSG00000081923.11	chr18:57803101
ENSG00000202159.1	chr18:57755394
ENSG00000231544.3	chr18:57838476
ENSG00000267209.5	chr18:57964434
ENSG00000235028.3	chr18:58019061
ENSG00000049759.17	chr18:58044367
ENSG00000267743.5	chr18:58195696
ENSG00000267504.1	chr18:58371566
ENSG00000267396.1	chr18:58400082
ENSG00000267675.1	chr18:58416765
